S.No,Stock Name,Sector,Market Cap Tier,Index Membership,Typical Volatility,Popularity / Liquidity,Better Suited For,Why,Key Price Drivers,Sector Peers to Compare,Daily Trend,Weekly Trend,Monthly Trend,RSI (14)_x,MACD Signal_x,20 DMA,50 DMA,100 DMA,200 DMA,Last Updated_x,EMA 20,EMA 50,EMA 100,EMA 200,Nearest Support,Nearest Resistance,S/R Respect Note,Today's Move,52W High_x,52W Low_x,% from 52W High_x,% from 52W Low_x,ATR (14)_x,% to Support_x,% to Resistance_x,P/E (Trailing)_x,Dividend Yield %_x,RSI (14)_y,MACD Signal_y,Today Volume,Volume Ratio,Open Interest,ATM Strike,ATM Straddle,PCR (OI),Max Pain,Options Strategy Bias,Last Updated_y,India VIX,52W High_y,52W Low_y,% from 52W High_y,% from 52W Low_y,ATR (14)_y,% to Support_y,% to Resistance_y,P/E (Trailing)_y,Dividend Yield %_y,30D Hist Volatility (%)
157,Voltas Ltd,Consumer Durables,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium,Medium,Both / Depends on IV,Volatility and liquidity are middling: workable either way depending on the specific IV level and view at the time; no strong structural edge either way.,"Seasonal demand (summer AC/appliances), urban spending, commodity input costs",Crompton Greaves Consumer Electricals Ltd,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,35.81,-4.91,288979.0,0.29,0.0,1200.0,67.25,0.7,1240.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,1582.5,1182.8,-23.85,1.88,31.13,1.84,12.03,88.47,33.0,24.03
158,Polycab India Ltd,Capital Goods / Cables,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium-High,Medium,Buying (Directional),Above-average volatility but thinner liquidity/OI than the large-cap names: wider spreads and slippage make disciplined premium selling harder to execute and exit; better suited to defined-risk directional buying.,"Real estate & infra capex, copper/aluminium input costs, order book",No close single-stock F&O peer in this list,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,42.75,-1.91,653035.0,2.3,0.0,8900.0,475.1,0.85,9000.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,10126.0,6663.0,-12.16,33.5,215.04,0.27,6.18,46.86,52.0,28.75
159,Crompton Greaves Consumer Electricals Ltd,Consumer Durables,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium,Medium,Both / Depends on IV,Volatility and liquidity are middling: workable either way depending on the specific IV level and view at the time; no strong structural edge either way.,"Seasonal demand (summer AC/appliances), urban spending, commodity input costs",Voltas Ltd,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,31.82,-1.29,3046723.0,0.63,0.0,230.0,13.93,0.59,245.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,337.5,217.4,-31.56,6.25,6.61,1.62,17.13,,129.0,35.82
160,Dixon Technologies (India) Ltd,Consumer Durables / Electronics,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,Medium,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","PLI scheme execution, consumer electronics demand, contract-manufacturing wins",No close single-stock F&O peer in this list,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,54.07,-22.38,229903.0,0.65,0.0,14500.0,921.05,0.61,14500.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:21,11.19,18471.0,9600.0,-21.5,51.04,361.86,5.9,3.45,42.34,5.0,23.63
161,Astral Ltd,Capital Goods / Pipes,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium-High,Medium,Buying (Directional),Above-average volatility but thinner liquidity/OI than the large-cap names: wider spreads and slippage make disciplined premium selling harder to execute and exit; better suited to defined-risk directional buying.,"Real estate/infra demand, PVC resin prices, monsoon (construction slowdown)",No close single-stock F&O peer in this list,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,51.92,-3.43,726492.0,0.47,0.0,1500.0,78.55,0.53,1540.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:21,11.19,1768.7,1311.6,-14.81,14.87,40.93,5.89,6.19,70.22,26.0,31.47
162,Bharat Electronics Ltd,Defence / Capital Goods,Large Cap,Nifty 50,High,Very High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Government defence budget & orders, export deals, indigenization (Make in India) policy",Hindustan Aeronautics Ltd,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,52.74,0.54,5628444.0,0.56,0.0,410.0,18.4,0.78,410.0,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:21,11.19,473.45,368.5,-13.3,11.4,6.41,6.16,1.43,48.89,60.0,18.99
163,Hindustan Aeronautics Ltd,Defence / Capital Goods,Large Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,Very High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Government defence budget & orders, export deals, indigenization (Make in India) policy",Bharat Electronics Ltd,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,47.3,-38.51,492865.0,0.44,0.0,4800.0,254.1,0.71,4900.0,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:21,11.19,5149.9,3479.1,-6.87,37.85,96.27,4.02,7.38,34.46,41.0,22.05
164,Cochin Shipyard Ltd,Defence / Shipbuilding,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Very High,Medium,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Defence/naval order wins, government capex, execution timelines",Mazagon Dock Shipbuilders Ltd,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,46.7,-1.58,404766.0,0.38,0.0,1460.0,87.25,0.44,1500.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:21,11.19,1979.9,1187.0,-25.75,23.84,37.04,3.7,7.34,57.16,86.0,25.72
165,Mazagon Dock Shipbuilders Ltd,Defence / Shipbuilding,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Very High,Medium,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Defence/naval order wins, government capex, execution timelines",Cochin Shipyard Ltd,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,44.99,-12.91,472178.0,0.48,0.0,2500.0,153.05,0.56,2550.0,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:21,11.19,3061.4,2057.4,-19.15,20.31,59.24,4.32,7.34,37.39,82.0,26.83
166,Bharat Dynamics Ltd,Defence,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Very High,Medium,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Government defence orders, export approvals, execution pace",No close single-stock F&O peer in this list,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,37.87,-11.51,1100052.0,0.54,0.0,1260.0,86.35,0.6,1300.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,1654.0,1086.0,-24.4,15.15,46.1,1.44,14.17,88.34,40.0,29.91
167,Adani Ports & Special Economic Zone Ltd,Infrastructure / Ports,Large Cap,Nifty 50,High,Very High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Trade volumes, capex, tariff regulation",No close single-stock F&O peer in this list,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,41.86,-0.82,3770354.0,1.65,0.0,1640.0,74.7,0.75,1700.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,1891.1,1292.0,-12.85,27.55,35.61,3.33,4.61,28.1,47.0,30.23
168,Container Corporation of India Ltd,Infrastructure / Logistics,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium,Medium,Both / Depends on IV,Volatility and liquidity are middling: workable either way depending on the specific IV level and view at the time; no strong structural edge either way.,"Trade/EXIM volumes, rail freight policy, fuel costs",No close single-stock F&O peer in this list,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,51.81,-2.04,1247573.0,0.79,0.0,515.0,27.7,0.57,520.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:21,11.19,569.8,421.45,-9.89,21.83,13.36,3.97,5.89,31.38,125.0,33.8
169,Rail Vikas Nigam Ltd,Infrastructure / Construction,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Very High,High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Government capex announcements, order inflows, execution pace",NBCC (India) Ltd,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,28.94,-1.67,3502970.0,0.87,0.0,210.0,12.95,0.63,220.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,400.7,208.0,-48.0,0.18,5.06,0.18,13.62,48.35,160.0,21.4
170,NBCC (India) Ltd,Infrastructure / Construction,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,Medium,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Government capex announcements, order inflows, execution pace",Rail Vikas Nigam Ltd,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,27.58,-0.15,4390141.0,0.75,0.0,85.0,4.89,0.48,90.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,125.85,77.18,-32.3,10.39,1.76,0.23,13.8,30.98,125.0,18.52
171,DLF Ltd,Realty,Large Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Interest rates, launch & sales volumes, inventory levels, urban housing demand","Godrej Properties Ltd, Oberoi Realty Ltd, Prestige Estates Projects Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,53.33,0.35,3403562.0,1.12,0.0,670.0,37.35,0.66,680.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:21,11.19,794.8,489.4,-15.07,37.92,15.45,5.92,2.38,37.57,118.0,25.32
172,Godrej Properties Ltd,Realty,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Interest rates, launch & sales volumes, inventory levels, urban housing demand","DLF Ltd, Oberoi Realty Ltd, Prestige Estates Projects Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,42.47,-6.88,329259.0,0.59,0.0,1980.0,124.85,0.61,2000.0,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:21,11.19,2352.0,1434.0,-16.03,37.73,50.46,0.63,8.55,37.19,50.0,30.3
173,Oberoi Realty Ltd,Realty,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Interest rates, launch & sales volumes, inventory levels, urban housing demand","DLF Ltd, Godrej Properties Ltd, Prestige Estates Projects Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,54.46,-0.19,211011.0,0.43,0.0,1880.0,109.35,0.5,1900.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:21,11.19,1986.1,1391.2,-5.59,34.78,49.73,5.92,4.57,26.02,43.0,27.48
174,Prestige Estates Projects Ltd,Realty,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Interest rates, launch & sales volumes, inventory levels, urban housing demand","DLF Ltd, Godrej Properties Ltd, Oberoi Realty Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,44.23,-1.4,701659.0,1.4,0.0,1560.0,100.8,0.9,1600.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,1805.2,1090.0,-13.03,44.04,45.01,1.78,5.18,59.36,12.0,33.7
175,Macrotech Developers Ltd,Realty,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,High,High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Interest rates, launch & sales volumes, inventory levels, urban housing demand","DLF Ltd, Godrej Properties Ltd, Oberoi Realty Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,47.09,-9.14,1844689.0,1.46,0.0,1200.0,82.55,1.02,1220.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,1344.95,650.8,-10.67,84.6,38.74,1.78,8.78,28.96,35.0,42.29
176,Bharti Airtel Ltd,Telecom,Large Cap,Nifty 50,Medium,Very High,Selling (Premium),"Moderate, fairly range-bound volatility with strong liquidity: premium is reasonable and strikes can be placed with decent margin of safety; still check IV before results/events.","Tariff hikes, subscriber additions/ARPU trends, spectrum payment schedule, 5G capex","Vodafone Idea Ltd, Tata Communications Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,42.63,-12.98,9900740.0,1.35,0.0,1860.0,66.9,0.7,1900.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,2174.5,1740.5,-14.1,7.33,38.87,3.0,8.73,39.25,127.0,23.5
177,Vodafone Idea Ltd,Telecom,Large Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Very High,Very High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Tariff hikes, subscriber additions/ARPU trends, spectrum payment schedule, 5G capex","Bharti Airtel Ltd, Tata Communications Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,51.24,0.05,316789599.0,0.67,0.0,14.0,1.0,0.48,15.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:21,11.19,15.37,6.46,-8.59,117.49,0.51,10.32,9.4,4.03,,36.07
178,Indus Towers Ltd,Telecom / Infrastructure,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium,Medium,Both / Depends on IV,Volatility and liquidity are middling: workable either way depending on the specific IV level and view at the time; no strong structural edge either way.,"Tenancy/tower additions, telco capex cycle, tariff hikes (indirect)",No close single-stock F&O peer in this list,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,47.58,0.93,5558555.0,1.05,0.0,375.0,18.4,0.56,380.0,Option Seller: Bear Call Spread (Call Overhang),2026-09-01 22:21,11.19,481.5,312.55,-22.01,20.14,8.73,3.2,3.7,13.82,368.0,27.04
179,Tata Communications Ltd,Telecom,Mid Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium-High,High,Both / Depends on IV,"Volatility swings meaningfully with news/results and business cycle: rich premium can suit selling when IV is elevated, but sizing and strike distance should widen versus low-vol names; also workable for directional buying around clear catalysts.","Tariff hikes, subscriber additions/ARPU trends, spectrum payment schedule, 5G capex","Bharti Airtel Ltd, Vodafone Idea Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,51.0,8.87,196386.0,0.76,0.0,,,,,Option Seller: Short Strangle / Iron Condor,2026-09-01 22:21,11.19,2110.0,1322.5,-17.68,31.34,44.44,5.57,2.69,52.4,102.0,25.0
180,Zee Entertainment Enterprises Ltd,Media & Entertainment,Large Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Very High,Very High,Buying (Directional),"High to very high volatility, often driven by news flow, ownership/regulatory triggers, or a still-unprofitable/early business model: sudden large moves and gap risk make naked OTM selling dangerous; a long option (defined max loss) fits this profile better than premium selling.","Ad revenue trends, subscriber/viewership numbers, content costs, ownership/regulatory news",No close single-stock F&O peer in this list,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,37.8,-0.83,34196527.0,0.94,0.0,,,,,Neutral / Stand Aside,2026-09-01 22:21,11.19,121.8,68.0,-23.44,37.13,5.66,6.81,18.64,44.27,214.0,67.03
181,Trent Ltd,Retail,Large Cap,Nifty 50,Medium,High,Selling (Premium),"Moderate, fairly range-bound volatility with strong liquidity: premium is reasonable and strikes can be placed with decent margin of safety; still check IV before results/events.","Festive/discretionary spending, same-store sales growth, urban consumption trend","Avenue Supermarts Ltd (DMart), Aditya Birla Fashion & Retail Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,37.39,-11.03,652244.0,0.67,0.0,2850.0,156.75,0.5,2900.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,5674.0,2183.67,-49.63,30.89,48.14,0.07,13.52,84.02,14.0,18.51
182,Avenue Supermarts Ltd (DMart),Retail,Large Cap,Broader Nifty universe (Next50/Midcap150/Smallcap) — verify at niftyindices.com,Medium,High,Selling (Premium),"Moderate, fairly range-bound volatility with strong liquidity: premium is reasonable and strikes can be placed with decent margin of safety; still check IV before results/events.","Festive/discretionary spending, same-store sales growth, urban consumption trend","Trent Ltd, Aditya Birla Fashion & Retail Ltd",— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,— fill from your chart —,—,—,—,—,,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,— fill by running script —,37.82,-12.03,382602.0,0.84,0.0,3800.0,178.75,0.62,3900.0,Neutral / Stand Aside,2026-09-01 22:21,11.19,4949.5,3529.0,-23.12,7.82,89.53,1.78,7.72,81.71,,24.69
